OrderID,OrderDate,Region,Category,Sales
ORD02844,2023-03-02,Central,Furniture,252.84
ORD02845,2023-01-19,Central,Office Supplies,304.88
ORD02846,2022-03-30,West,Office Supplies,232.33
ORD02847,2022-07-03,West,Furniture,414.18
ORD02848,2023-08-15,West,Furniture,58.52
ORD02849,2023-08-15,West,Furniture,293.23
ORD02850,2023-05-30,Central,Office Supplies,76.86
ORD02851,2022-04-22,East,Technology,81.65
ORD02852,2023-12-25,Central,Furniture,485.0
ORD02853,2023-03-29,Central,Furniture,10.45
ORD02854,2023-03-09,East,Furniture,10.92
ORD02855,2023-11-12,East,Technology,35.4
ORD02856,2023-08-02,Central,Office Supplies,468.49
ORD02857,2022-07-28,Central,Technology,370.08
ORD02858,2023-08-13,East,Furniture,487.1
ORD02859,2022-02-28,West,Office Supplies,276.6
ORD02860,2022-12-17,Central,Office Supplies,343.1
ORD02861,2023-11-24,West,Furniture,270.09
ORD02862,2022-02-08,East,Office Supplies,145.73
ORD02863,2023-03-19,South,Technology,492.02
ORD02864,2023-04-12,East,Office Supplies,242.86
ORD02865,2023-10-19,West,Technology,117.03
ORD02866,2022-11-15,West,Office Supplies,277.02
ORD02867,2023-11-17,West,Furniture,196.31
ORD02868,2023-03-25,Central,Office Supplies,201.78
ORD02869,2023-12-11,Central,Office Supplies,134.37
ORD02870,2023-07-24,West,Office Supplies,460.6
ORD02871,2023-05-16,South,Office Supplies,261.93
ORD02872,2023-07-02,South,Office Supplies,399.3
ORD02873,2022-02-03,East,Office Supplies,233.25
ORD02874,2022-07-12,Central,Furniture,280.64
ORD02875,2023-05-18,South,Technology,70.34
ORD02876,2023-01-06,Central,Office Supplies,168.24
ORD02877,2022-11-23,Central,Furniture,299.21
ORD02878,2023-07-31,South,Office Supplies,337.52
ORD02879,2023-03-05,East,Furniture,381.45
ORD02880,2022-07-18,East,Furniture,320.07
ORD02881,2023-03-15,East,Technology,310.6
ORD02882,2023-11-19,South,Furniture,413.8
ORD02883,2023-06-08,South,Technology,56.7
ORD02884,2023-02-07,East,Technology,509.65
ORD02885,2023-11-23,Central,Technology,81.17
ORD02886,2023-11-07,East,Furniture,111.39
ORD02887,2022-02-08,South,Office Supplies,32.15
ORD02888,2022-01-25,Central,Technology,154.89
ORD02889,2023-06-21,South,Office Supplies,145.8
ORD02890,2023-01-05,East,Furniture,335.17
ORD02891,2023-09-26,East,Office Supplies,19.24
ORD02892,2022-11-04,Central,Office Supplies,371.33
ORD02893,2023-07-11,West,Technology,635.91
ORD02894,2023-03-30,Central,Office Supplies,394.26
ORD02895,2022-05-30,West,Office Supplies,95.95
ORD02896,2022-07-11,East,Technology,528.06
ORD02897,2022-03-23,Central,Technology,88.24
ORD02898,2023-07-13,South,Furniture,200.81
ORD02899,2022-03-19,West,Furniture,184.3
ORD02900,2022-08-10,South,Technology,169.05
ORD02901,2023-03-16,South,Technology,356.47
ORD02902,2022-09-03,East,Office Supplies,164.82
ORD02903,2023-02-20,Central,Office Supplies,161.52
ORD02904,2023-12-01,South,Furniture,270.47
ORD02905,2023-05-09,South,Office Supplies,361.55
ORD02906,2022-04-20,Central,Furniture,49.13
ORD02907,2022-04-08,South,Office Supplies,94.04
ORD02908,2022-11-08,East,Technology,222.1
ORD02909,2023-08-13,West,Office Supplies,527.99
ORD02910,2023-10-05,South,Technology,97.91
ORD02911,2022-06-30,West,Furniture,483.74
ORD02912,2023-02-07,West,Furniture,292.27
ORD02913,2023-05-23,East,Technology,357.57
ORD02914,2022-07-04,South,Furniture,201.87
ORD02915,2022-01-06,South,Office Supplies,99.55
ORD02916,2022-07-28,East,Technology,20.98
ORD02917,2022-05-21,East,Furniture,296.84
ORD02918,2023-12-18,West,Technology,592.27
ORD02919,2022-09-20,South,Furniture,136.79
ORD02920,2022-10-28,East,Office Supplies,328.45
ORD02921,2023-03-29,South,Furniture,416.76
ORD02922,2022-05-26,East,Technology,306.48
ORD02923,2023-08-31,East,Technology,532.21
ORD02924,2023-02-06,South,Office Supplies,428.19
ORD02925,2023-05-14,East,Furniture,352.64
ORD02926,2022-07-09,Central,Furniture,282.06
ORD02927,2022-07-18,East,Technology,271.03
ORD02928,2022-04-16,South,Technology,600.53
ORD02929,2022-09-06,West,Technology,553.26
ORD02930,2022-12-25,Central,Furniture,416.41
ORD02931,2023-07-26,West,Furniture,331.71
ORD02932,2023-05-16,East,Furniture,325.59
ORD02933,2023-09-21,South,Technology,129.36
ORD02934,2022-05-07,South,Office Supplies,454.98
ORD02935,2022-07-29,East,Office Supplies,368.62
ORD02936,2022-03-20,East,Technology,406.16
ORD02937,2022-01-15,Central,Technology,258.63
ORD02938,2022-11-11,West,Furniture,379.79
ORD02939,2022-03-29,Central,Furniture,60.5
ORD02940,2022-11-09,Central,Office Supplies,251.53
ORD02941,2022-01-08,West,Office Supplies,448.23
ORD02942,2023-03-21,East,Office Supplies,304.48
ORD02943,2023-03-15,South,Furniture,349.05
ORD02944,2023-03-02,East,Office Supplies,357.98
ORD02945,2023-11-28,West,Office Supplies,485.82
ORD02946,2022-03-28,East,Office Supplies,407.93
ORD02947,2022-07-19,Central,Office Supplies,14.6
ORD02948,2022-12-26,East,Furniture,408.42
ORD02949,2023-09-03,South,Office Supplies,353.07
ORD02950,2022-08-12,South,Furniture,445.98
ORD02951,2022-01-18,West,Office Supplies,184.82
ORD02952,2023-09-17,South,Office Supplies,430.51
ORD02953,2022-02-23,West,Office Supplies,320.04
ORD02954,2022-03-16,West,Furniture,295.36
ORD02955,2022-02-12,South,Technology,58.14
ORD02956,2022-12-30,West,Furniture,507.8
ORD02957,2023-07-06,East,Technology,15.86
ORD02958,2022-01-22,West,Office Supplies,200.99
ORD02959,2023-10-01,South,Technology,17.27
ORD02960,2022-11-14,East,Technology,584.31
ORD02961,2022-04-30,West,Office Supplies,471.06
ORD02962,2022-05-16,East,Technology,168.89
ORD02963,2023-06-23,Central,Technology,262.34
ORD02964,2023-09-19,West,Office Supplies,448.35
ORD02965,2023-08-14,West,Technology,53.85
ORD02966,2023-04-01,South,Technology,409.87
ORD02967,2022-05-07,East,Technology,499.02
ORD02968,2023-10-17,East,Technology,198.02
ORD02969,2023-12-24,East,Technology,502.42
ORD02970,2022-03-12,East,Technology,271.53
ORD02971,2023-08-14,West,Office Supplies,214.64
ORD02972,2022-04-21,West,Technology,590.56
ORD02973,2023-07-13,West,Furniture,25.46
ORD02974,2022-06-01,Central,Technology,366.77
ORD02975,2022-04-29,East,Technology,193.99
ORD02976,2023-04-10,East,Office Supplies,108.18
ORD02977,2023-11-06,West,Technology,565.04
ORD02978,2022-10-02,East,Furniture,76.78
ORD02979,2023-05-08,West,Furniture,226.78
ORD02980,2023-12-14,South,Technology,516.08
ORD02981,2023-11-13,Central,Technology,116.21
ORD02982,2023-07-28,Central,Office Supplies,424.92
ORD02983,2022-09-09,West,Office Supplies,320.36
ORD02984,2022-05-01,West,Technology,567.0
ORD02985,2023-06-13,East,Furniture,238.78
ORD02986,2022-09-30,West,Office Supplies,503.7
ORD02987,2022-03-31,West,Technology,620.78
ORD02988,2022-02-27,West,Office Supplies,319.74
ORD02989,2022-03-25,South,Technology,556.1
ORD02990,2023-09-24,West,Furniture,398.59
ORD02991,2023-12-12,East,Furniture,298.26
ORD02992,2022-09-03,Central,Furniture,265.18
ORD02993,2022-08-20,West,Technology,15.45
ORD02994,2023-03-11,West,Office Supplies,406.05
ORD02995,2023-03-11,Central,Furniture,192.15
ORD02996,2022-03-28,East,Technology,181.96
ORD02997,2023-07-06,South,Technology,312.91
ORD02998,2022-03-16,South,Furniture,96.25
ORD02999,2022-02-24,West,Technology,86.33
ORD03000,2022-06-15,Central,Technology,614.64
ORD03001,2023-05-26,South,Office Supplies,366.8
ORD03002,2023-01-16,West,Technology,532.89
ORD03003,2022-09-08,East,Office Supplies,308.03
ORD03004,2022-04-13,East,Furniture,382.44
ORD03005,2022-01-22,South,Office Supplies,118.97
ORD03006,2023-07-06,Central,Technology,178.27
ORD03007,2023-08-22,West,Technology,177.31
ORD03008,2022-07-17,Central,Furniture,316.6
ORD03009,2023-08-27,East,Furniture,41.21
ORD03010,2023-10-30,South,Office Supplies,266.57
ORD03011,2023-01-28,East,Office Supplies,452.52
ORD03012,2022-08-27,West,Technology,605.52
ORD03013,2023-10-04,East,Office Supplies,220.8
ORD03014,2022-05-24,Central,Office Supplies,73.25
ORD03015,2023-04-07,East,Technology,84.86
ORD03016,2023-10-26,East,Technology,518.16
ORD03017,2022-06-24,West,Office Supplies,216.8
ORD03018,2022-09-02,West,Furniture,239.1
ORD03019,2023-06-04,South,Technology,132.85
ORD03020,2022-12-06,Central,Office Supplies,217.08
ORD03021,2023-01-03,East,Furniture,448.07
ORD03022,2022-10-27,South,Technology,280.46
ORD03023,2022-10-26,South,Furniture,282.82
ORD03024,2022-04-24,West,Office Supplies,424.41
ORD03025,2023-07-02,Central,Office Supplies,37.48
ORD03026,2022-09-01,East,Technology,424.52
ORD03027,2023-01-19,West,Technology,645.8
ORD03028,2023-09-17,West,Office Supplies,79.61
ORD03029,2023-06-16,South,Furniture,138.13
ORD03030,2023-10-31,South,Furniture,163.25
ORD03031,2023-11-04,West,Office Supplies,34.9
ORD03032,2022-12-15,East,Office Supplies,422.07
ORD03033,2022-07-10,Central,Furniture,427.25
ORD03034,2022-11-08,West,Technology,548.47
ORD03035,2023-11-10,West,Furniture,389.84
ORD03036,2022-05-09,West,Technology,550.28
ORD03037,2022-05-01,West,Technology,166.84
ORD03038,2023-11-30,West,Technology,126.31
ORD03039,2022-11-12,West,Furniture,372.51
ORD03040,2023-01-14,South,Office Supplies,282.28
ORD03041,2023-06-15,Central,Furniture,379.97
ORD03042,2023-06-21,West,Office Supplies,160.71
ORD03043,2023-05-17,Central,Technology,268.65
ORD03044,2023-09-20,Central,Furniture,219.5
ORD03045,2023-03-07,West,Furniture,323.48
ORD03046,2023-10-14,West,Furniture,304.3
ORD03047,2022-12-13,Central,Office Supplies,109.2
ORD03048,2022-11-08,East,Office Supplies,430.38
ORD03049,2023-09-23,South,Furniture,298.48
ORD03050,2022-10-30,East,Furniture,409.98
ORD03051,2022-06-16,East,Technology,264.07
ORD03052,2023-10-26,East,Furniture,245.61
ORD03053,2023-12-06,Central,Office Supplies,255.72
ORD03054,2023-05-03,South,Technology,581.81
ORD03055,2022-02-16,South,Furniture,465.48
ORD03056,2022-08-04,Central,Office Supplies,308.34
ORD03057,2023-07-10,Central,Office Supplies,146.72
ORD03058,2022-09-11,Central,Office Supplies,404.29
ORD03059,2022-05-15,South,Office Supplies,185.99
ORD03060,2023-10-16,West,Office Supplies,69.52
ORD03061,2023-04-20,South,Furniture,279.89
ORD03062,2023-04-30,East,Technology,145.7
ORD03063,2022-06-09,West,Office Supplies,253.74
ORD03064,2023-06-20,South,Office Supplies,357.37
ORD03065,2023-09-12,Central,Office Supplies,236.62
ORD03066,2022-04-03,East,Furniture,110.32
ORD03067,2023-08-20,West,Furniture,362.5
ORD03068,2022-05-26,South,Furniture,130.5
ORD03069,2023-09-18,East,Office Supplies,294.5
ORD03070,2022-03-19,West,Furniture,472.25
ORD03071,2023-10-03,Central,Office Supplies,64.0
ORD03072,2023-11-24,Central,Technology,27.29
ORD03073,2022-09-15,Central,Technology,135.86
ORD03074,2022-02-04,West,Furniture,218.92
ORD03075,2023-03-07,South,Technology,374.67
ORD03076,2022-08-22,South,Technology,590.63
ORD03077,2022-03-26,Central,Furniture,232.66
ORD03078,2023-07-10,Central,Furniture,342.9
ORD03079,2022-02-10,Central,Furniture,202.33
ORD03080,2022-06-20,East,Technology,520.25
ORD03081,2023-08-21,South,Office Supplies,477.16
ORD03082,2022-08-23,South,Furniture,139.1
ORD03083,2022-12-13,East,Office Supplies,183.57
ORD03084,2023-09-27,West,Office Supplies,129.49
ORD03085,2022-06-08,South,Furniture,406.06
ORD03086,2023-01-24,East,Furniture,57.88
ORD03087,2022-01-28,South,Office Supplies,95.75
ORD03088,2023-01-15,South,Office Supplies,476.11
ORD03089,2022-09-15,East,Office Supplies,300.58
ORD03090,2022-11-10,Central,Office Supplies,454.51
ORD03091,2023-08-19,South,Technology,402.27
ORD03092,2022-01-31,West,Technology,686.1
ORD03093,2023-12-10,West,Office Supplies,160.02
ORD03094,2022-04-28,East,Office Supplies,304.91
ORD03095,2023-02-24,East,Office Supplies,210.74
ORD03096,2022-07-12,East,Office Supplies,98.23
ORD03097,2023-02-18,East,Technology,145.94
ORD03098,2023-08-20,South,Furniture,399.49
ORD03099,2023-08-26,East,Technology,274.15
ORD03100,2023-06-28,Central,Technology,267.11
ORD03101,2023-03-21,South,Office Supplies,278.62
ORD03102,2022-04-23,South,Office Supplies,266.3
ORD03103,2022-06-05,West,Office Supplies,259.73
ORD03104,2023-03-01,East,Furniture,392.4
ORD03105,2022-08-17,West,Furniture,381.45
ORD03106,2023-04-10,East,Office Supplies,39.97
ORD03107,2023-08-04,West,Furniture,250.09
ORD03108,2023-03-11,Central,Furniture,443.14
ORD03109,2022-01-28,Central,Office Supplies,183.78
ORD03110,2023-09-15,West,Furniture,329.08
ORD03111,2022-02-10,South,Technology,42.4
ORD03112,2023-02-28,South,Furniture,81.51
ORD03113,2022-07-18,West,Office Supplies,193.88
ORD03114,2023-03-04,South,Technology,259.46
ORD03115,2022-03-02,West,Furniture,195.07
ORD03116,2022-04-16,East,Furniture,403.72
ORD03117,2023-08-09,West,Technology,686.43
ORD03118,2023-06-23,East,Office Supplies,63.18
ORD03119,2022-08-15,West,Technology,329.49
ORD03120,2023-05-22,South,Furniture,361.38
ORD03121,2023-09-07,Central,Furniture,63.43
ORD03122,2022-10-28,West,Technology,545.44
ORD03123,2023-04-24,East,Technology,598.98
ORD03124,2023-05-27,South,Technology,480.77
ORD03125,2022-04-28,West,Office Supplies,189.25
ORD03126,2022-05-22,Central,Office Supplies,262.14
ORD03127,2022-04-20,South,Furniture,283.61
ORD03128,2022-05-17,East,Office Supplies,152.89
ORD03129,2022-03-22,West,Technology,237.72
ORD03130,2023-06-12,South,Technology,469.12
ORD03131,2023-07-10,East,Technology,313.96
ORD03132,2022-07-17,Central,Office Supplies,198.52
ORD03133,2022-01-08,West,Office Supplies,96.07
ORD03134,2022-12-19,West,Furniture,358.56
ORD03135,2023-12-13,West,Furniture,361.4
ORD03136,2022-10-13,East,Technology,479.58
ORD03137,2023-03-31,East,Furniture,430.67
ORD03138,2022-12-07,West,Office Supplies,437.38
ORD03139,2022-10-07,Central,Technology,466.05
ORD03140,2022-02-08,East,Office Supplies,341.55
ORD03141,2023-04-22,West,Technology,629.41
ORD03142,2022-08-06,South,Office Supplies,159.13
ORD03143,2023-01-02,West,Furniture,336.57
ORD03144,2022-04-19,South,Technology,93.53
ORD03145,2022-07-24,East,Technology,451.86
ORD03146,2023-01-18,Central,Office Supplies,270.17
ORD03147,2022-04-27,East,Furniture,106.74
ORD03148,2023-12-21,West,Furniture,537.22
ORD03149,2022-01-10,East,Technology,58.22
ORD03150,2023-06-13,West,Furniture,343.17
ORD03151,2023-08-07,Central,Office Supplies,438.11
ORD03152,2022-10-28,West,Technology,262.87
ORD03153,2023-03-24,East,Furniture,251.07
ORD03154,2022-07-29,West,Technology,31.93
ORD03155,2022-03-04,West,Furniture,76.82
ORD03156,2023-08-13,South,Office Supplies,16.86
ORD03157,2022-07-29,South,Furniture,112.14
ORD03158,2022-10-13,South,Furniture,103.84
ORD03159,2023-08-20,West,Technology,316.92
ORD03160,2023-06-10,Central,Technology,199.98
ORD03161,2023-02-28,Central,Office Supplies,367.47
ORD03162,2022-04-13,East,Technology,207.84
ORD03163,2022-09-04,Central,Office Supplies,220.59
ORD03164,2023-05-22,Central,Furniture,333.96
ORD03165,2022-05-27,East,Technology,474.95
ORD03166,2022-03-14,East,Office Supplies,190.68
ORD03167,2022-05-25,Central,Furniture,234.57
ORD03168,2023-06-23,East,Technology,192.51
ORD03169,2023-06-04,Central,Technology,129.08
ORD03170,2023-06-10,West,Office Supplies,219.59
ORD03171,2023-08-19,East,Office Supplies,303.34
ORD03172,2023-08-07,West,Office Supplies,144.55
ORD03173,2023-10-18,East,Office Supplies,309.58
ORD03174,2022-04-01,East,Office Supplies,325.3
ORD03175,2023-09-09,South,Furniture,79.18
ORD03176,2022-11-12,South,Furniture,399.67
ORD03177,2022-01-27,West,Furniture,271.06
ORD03178,2022-01-06,South,Furniture,214.19
ORD03179,2023-02-22,East,Furniture,317.17
ORD03180,2022-08-29,South,Furniture,65.13
ORD03181,2023-10-29,East,Office Supplies,186.99
ORD03182,2022-06-21,Central,Furniture,465.16
ORD03183,2022-06-08,Central,Office Supplies,474.36
ORD03184,2023-01-28,South,Office Supplies,209.89
ORD03185,2023-08-23,East,Technology,415.0
ORD03186,2022-02-24,South,Technology,597.2
ORD03187,2022-04-11,East,Technology,291.14
ORD03188,2022-03-15,East,Technology,146.28
ORD03189,2023-07-22,West,Office Supplies,297.01
ORD03190,2022-02-27,Central,Furniture,241.5
ORD03191,2023-12-24,East,Technology,301.27
ORD03192,2023-01-11,South,Office Supplies,54.18
ORD03193,2023-10-25,West,Office Supplies,360.77
ORD03194,2023-07-01,South,Technology,274.55
ORD03195,2023-12-17,Central,Furniture,98.2
ORD03196,2022-09-03,East,Technology,164.83
ORD03197,2022-12-18,West,Office Supplies,322.53
ORD03198,2023-05-31,Central,Furniture,53.26
ORD03199,2023-08-20,Central,Furniture,25.5
ORD03200,2022-12-01,East,Furniture,255.73
ORD03201,2023-10-12,Central,Furniture,28.36
ORD03202,2022-05-03,East,Office Supplies,274.53
ORD03203,2023-08-14,East,Office Supplies,417.27
ORD03204,2023-07-28,South,Technology,367.91
ORD03205,2022-02-21,East,Furniture,221.38
ORD03206,2023-07-11,South,Office Supplies,431.32
ORD03207,2022-03-30,West,Office Supplies,427.45
ORD03208,2023-08-30,West,Technology,310.85
ORD03209,2023-01-08,Central,Office Supplies,244.0
ORD03210,2023-05-29,East,Technology,166.49
ORD03211,2022-12-10,Central,Technology,286.7
ORD03212,2022-08-20,South,Furniture,463.56
ORD03213,2023-06-01,South,Furniture,145.29
ORD03214,2023-08-08,West,Technology,428.22
ORD03215,2022-08-21,East,Technology,180.67
ORD03216,2023-10-07,East,Furniture,173.42
ORD03217,2022-04-11,East,Office Supplies,156.46
ORD03218,2022-03-08,Central,Furniture,209.88
ORD03219,2022-03-26,West,Furniture,392.55
ORD03220,2023-07-02,South,Furniture,123.29
ORD03221,2023-03-30,South,Office Supplies,481.38
ORD03222,2023-01-18,East,Furniture,149.23
ORD03223,2022-04-29,Central,Office Supplies,406.96
ORD03224,2022-05-18,Central,Technology,374.54
ORD03225,2023-12-31,West,Technology,156.12
ORD03226,2022-04-11,South,Technology,370.03
ORD03227,2023-12-12,West,Office Supplies,222.41
ORD03228,2023-07-17,West,Technology,434.13
ORD03229,2023-05-30,South,Office Supplies,427.53
ORD03230,2022-07-26,Central,Furniture,356.92
ORD03231,2022-10-19,South,Office Supplies,285.23
ORD03232,2023-06-19,South,Technology,292.98
ORD03233,2022-06-07,South,Technology,481.84
ORD03234,2022-10-27,East,Technology,244.37
ORD03235,2023-10-26,West,Furniture,297.22
ORD03236,2022-01-09,Central,Office Supplies,406.46
ORD03237,2023-07-01,East,Technology,113.27
ORD03238,2022-11-20,West,Furniture,329.23
ORD03239,2022-01-25,East,Technology,208.34
ORD03240,2022-12-21,South,Furniture,322.26
ORD03241,2022-04-02,Central,Furniture,119.68
ORD03242,2022-07-11,West,Technology,163.57
ORD03243,2022-02-10,Central,Technology,126.92
ORD03244,2022-09-27,East,Office Supplies,175.58
ORD03245,2023-10-18,West,Furniture,481.44
ORD03246,2023-01-10,East,Furniture,35.99
ORD03247,2022-07-08,Central,Office Supplies,217.22
ORD03248,2023-11-04,East,Furniture,299.96
ORD03249,2022-01-12,West,Technology,519.94
ORD03250,2022-07-10,East,Office Supplies,364.24
ORD03251,2022-12-01,West,Furniture,253.69
ORD03252,2022-05-07,Central,Technology,372.29
ORD03253,2022-03-04,South,Technology,26.75
ORD03254,2023-02-26,West,Office Supplies,382.77
ORD03255,2022-03-18,West,Furniture,534.47
ORD03256,2022-11-12,West,Technology,627.41
ORD03257,2023-01-24,South,Technology,282.14
ORD03258,2022-04-06,West,Furniture,401.33
ORD03259,2022-03-01,West,Office Supplies,221.54
ORD03260,2023-04-20,Central,Furniture,70.36
ORD03261,2023-05-25,South,Furniture,452.95
ORD03262,2023-03-08,South,Technology,73.86
ORD03263,2022-09-20,East,Furniture,325.85
ORD03264,2023-09-09,Central,Office Supplies,277.25
ORD03265,2023-02-09,Central,Office Supplies,239.72
ORD03266,2022-12-28,South,Furniture,271.04
ORD03267,2022-09-21,West,Office Supplies,222.86
ORD03268,2023-09-25,South,Technology,227.9
ORD03269,2022-01-25,Central,Furniture,429.18
ORD03270,2023-06-25,Central,Office Supplies,317.21
ORD03271,2022-04-11,West,Technology,548.26
ORD03272,2023-06-04,East,Technology,27.29
ORD03273,2022-09-27,West,Technology,592.47
ORD03274,2022-08-23,East,Office Supplies,116.53
ORD03275,2022-04-02,West,Technology,377.54
ORD03276,2023-11-28,Central,Office Supplies,14.92
ORD03277,2023-01-18,West,Office Supplies,362.23
ORD03278,2022-08-14,South,Technology,269.51
ORD03279,2022-11-29,East,Technology,520.61
ORD03280,2023-02-17,Central,Furniture,492.36
ORD03281,2023-11-26,West,Furniture,377.89
ORD03282,2023-12-01,South,Office Supplies,249.12
ORD03283,2022-12-02,Central,Technology,286.36
ORD03284,2023-06-22,Central,Technology,67.07
ORD03285,2022-05-15,Central,Furniture,156.05
ORD03286,2023-07-03,West,Office Supplies,13.55
ORD03287,2023-04-06,West,Furniture,197.59
ORD03288,2022-09-25,Central,Office Supplies,244.13
ORD03289,2023-09-18,East,Technology,159.99
ORD03290,2022-06-09,East,Technology,269.17
ORD03291,2023-06-02,West,Furniture,147.23
ORD03292,2023-11-02,West,Office Supplies,140.27
ORD03293,2022-11-03,Central,Office Supplies,399.58
ORD03294,2022-07-17,East,Furniture,133.98
ORD03295,2022-09-30,West,Technology,562.91
ORD03296,2022-12-25,South,Office Supplies,275.83
ORD03297,2023-06-20,South,Furniture,381.95
ORD03298,2022-03-02,South,Office Supplies,107.64
ORD03299,2023-01-18,Central,Furniture,144.22
ORD03300,2023-05-11,Central,Furniture,290.89
ORD03301,2022-01-05,South,Furniture,448.2
ORD03302,2023-08-23,West,Office Supplies,12.42
ORD03303,2023-11-01,West,Furniture,105.38
ORD03304,2022-04-10,South,Furniture,241.22
ORD03305,2022-12-19,East,Office Supplies,148.03
ORD03306,2023-05-23,South,Technology,109.36
ORD03307,2022-05-13,West,Office Supplies,115.7
ORD03308,2023-04-19,West,Office Supplies,27.68
ORD03309,2022-05-11,South,Technology,98.59
ORD03310,2023-01-14,Central,Technology,393.73
ORD03311,2022-10-29,Central,Technology,79.5
ORD03312,2023-05-08,Central,Technology,46.34
ORD03313,2022-04-29,South,Furniture,64.1
ORD03314,2023-10-05,East,Furniture,279.32
ORD03315,2022-11-26,South,Office Supplies,267.74
ORD03316,2022-03-24,South,Furniture,96.14
ORD03317,2022-11-19,West,Office Supplies,298.92
ORD03318,2022-06-16,Central,Technology,305.97
ORD03319,2023-03-05,South,Office Supplies,172.73
ORD03320,2023-03-28,West,Office Supplies,451.12
ORD03321,2022-07-29,South,Office Supplies,419.42
ORD03322,2023-11-21,West,Office Supplies,526.08
ORD03323,2023-12-13,South,Furniture,255.75
ORD03324,2022-10-30,West,Office Supplies,189.86
ORD03325,2023-07-23,West,Furniture,536.33
ORD03326,2023-11-18,South,Furniture,308.91
ORD03327,2022-05-27,South,Office Supplies,380.74
ORD03328,2023-05-23,Central,Furniture,467.56
ORD03329,2023-09-16,East,Office Supplies,84.09
ORD03330,2022-03-19,East,Furniture,359.26
ORD03331,2023-06-17,Central,Technology,312.96
ORD03332,2023-06-22,Central,Furniture,248.86
ORD03333,2023-08-10,East,Technology,167.26
ORD03334,2023-03-20,East,Technology,560.68
ORD03335,2022-08-03,Central,Technology,624.74
ORD03336,2022-08-18,Central,Technology,65.61
ORD03337,2022-01-18,West,Office Supplies,13.0
ORD03338,2022-02-23,South,Office Supplies,236.35
ORD03339,2023-05-10,East,Technology,327.55
ORD03340,2022-01-10,South,Technology,176.57
ORD03341,2022-10-19,East,Technology,469.18
ORD03342,2022-11-18,West,Furniture,373.3
ORD03343,2022-09-08,East,Furniture,152.37
ORD03344,2022-01-02,West,Technology,652.81
ORD03345,2022-04-18,South,Technology,182.52
ORD03346,2022-05-17,East,Office Supplies,388.55
ORD03347,2022-01-24,West,Office Supplies,243.87
ORD03348,2023-02-25,Central,Furniture,294.28
ORD03349,2022-10-30,East,Furniture,78.36
ORD03350,2023-10-05,Central,Technology,40.84
ORD03351,2023-06-11,West,Furniture,281.26
ORD03352,2023-07-15,Central,Technology,266.34
ORD03353,2022-12-17,South,Furniture,87.06
ORD03354,2023-07-15,Central,Furniture,403.27
ORD03355,2023-03-28,West,Technology,627.12
ORD03356,2022-02-23,Central,Office Supplies,127.22
ORD03357,2023-12-11,East,Technology,289.71
ORD03358,2023-09-05,South,Furniture,59.5
ORD03359,2022-01-14,East,Office Supplies,346.67
ORD03360,2022-06-11,Central,Technology,589.35
ORD03361,2023-07-09,West,Furniture,291.07
ORD03362,2023-03-19,Central,Technology,86.01
ORD03363,2023-03-03,West,Office Supplies,203.25
ORD03364,2023-07-09,West,Office Supplies,545.8
ORD03365,2022-05-18,West,Furniture,207.49
ORD03366,2022-07-31,West,Furniture,466.62
ORD03367,2022-04-08,Central,Technology,157.63
ORD03368,2023-02-28,East,Office Supplies,286.57
ORD03369,2022-11-05,East,Furniture,112.21
ORD03370,2023-05-26,Central,Furniture,75.17
ORD03371,2022-02-02,Central,Office Supplies,299.99
ORD03372,2023-10-21,East,Office Supplies,439.5
ORD03373,2022-03-26,East,Furniture,191.65
ORD03374,2022-11-07,South,Office Supplies,498.44
ORD03375,2022-12-28,West,Office Supplies,267.42
ORD03376,2023-07-05,Central,Furniture,127.46
ORD03377,2023-02-13,West,Office Supplies,453.95
ORD03378,2022-05-31,East,Office Supplies,36.23
ORD03379,2022-12-06,Central,Furniture,93.84
ORD03380,2023-08-10,East,Furniture,386.76
ORD03381,2023-05-03,Central,Office Supplies,290.52
ORD03382,2023-11-06,South,Technology,403.16
ORD03383,2023-03-11,Central,Office Supplies,168.11
ORD03384,2023-08-19,East,Technology,126.88
ORD03385,2023-04-10,West,Technology,484.61
ORD03386,2023-07-24,East,Furniture,476.97
ORD03387,2023-12-27,Central,Office Supplies,461.67
ORD03388,2022-02-08,East,Office Supplies,162.82
ORD03389,2023-02-03,West,Furniture,545.42
ORD03390,2022-05-04,South,Office Supplies,188.58
ORD03391,2023-12-09,Central,Technology,269.97
ORD03392,2023-11-07,East,Furniture,393.13
ORD03393,2023-08-01,West,Furniture,87.23
ORD03394,2023-06-28,South,Furniture,136.46
ORD03395,2022-03-09,Central,Technology,293.0
ORD03396,2023-12-31,West,Technology,108.33
ORD03397,2023-10-13,West,Office Supplies,92.49
ORD03398,2022-07-25,West,Office Supplies,439.21
ORD03399,2023-03-23,Central,Office Supplies,488.63
ORD03400,2023-05-27,South,Technology,252.18
ORD03401,2023-12-15,South,Technology,329.49
ORD03402,2023-04-25,West,Office Supplies,540.36
ORD03403,2023-05-22,South,Office Supplies,87.24
ORD03404,2022-12-18,South,Office Supplies,240.99
ORD03405,2023-07-05,South,Office Supplies,160.54
ORD03406,2022-12-19,Central,Furniture,106.6
ORD03407,2022-06-26,East,Technology,275.31
ORD03408,2022-10-03,West,Furniture,140.03
ORD03409,2022-12-31,East,Technology,506.12
ORD03410,2022-05-13,East,Technology,67.03
ORD03411,2023-01-19,West,Office Supplies,195.06
